text_asli,removed_noise,removed_alay,removed_stopwords,label
"ono kabar jarene psbb gak diperpanjang ya rek. terus arepe masuk new normal ngono. 
seng jelas korban e terus bertambah, dadi yoo mbalik nang pasal 1 nek ono opo2 ditanggung dewe. yo wess ngono ae rek. sing ati ati kabeh
#inigresik 
#gresik https://t.co/zlx3na2qro","ono kabar jarene psbb gak diperpanjang ya rek. terus arepe masuk ngono. seng jelas korban e terus bertambah, dadi yoo mbalik nang pasal 1 nek ono opo2 ditanggung dewe. yo wess ngono ae rek. sing ati ati kabeh
#inigresik #gresik","sono kabar jarene psbb enggak diperpanjang ya rek. terus arepe masuk ngono. seng jelas korban e terus bertambah, dadi ya mbalik nang pasal 1 nek sono opo2 ditanggung dewe. ya wess ngono saja rek. sing ati ati kabeh
#inigresik #gresik","sono kabar jarene psbb diperpanjang rek . arepe masuk ngono . seng korban e bertambah , dadi mbalik nang pasal 1 nek sono opo2 ditanggung dewe . wess ngono rek . sing ati ati kabeh 
 #inigresik #gresik",netral
"psbb surabaya raya tidak diperpanjang dan tiga daerah sepakat menerapkan masa transisi menuju new normal. untuk itu, wali kota surabaya tri rismaharini meminta warga menjaga kepercayaan dari pemerintah dengan… https://t.co/9giey8hlxk","psbb surabaya raya tidak diperpanjang dan tiga daerah sepakat menerapkan masa transisi menuju new normal. untuk itu, wali kota surabaya tri rismaharini meminta warga menjaga kepercayaan dari pemerintah dengan…","psbb surabaya raya tidak diperpanjang dan tiga daerah sepakat menerapkan masa transisi menuju new normal. untuk itu, wali kota surabaya tri rismaharini meminta warga menjaga kepercayaan dari pemerintah dengan…","psbb surabaya raya    diperpanjang daerah sepakat menerapkan transisi    . , wali kota surabaya tri rismaharini warga menjaga kepercayaan pemerintah …",positif
"klaim who seperti ini tentunya semakin bikin semangat untuk segera menerapkan new normal. 

tapi apakah betul, otg tidak menyebarlan virus? https://t.co/tvhf0ptprg","klaim who seperti ini tentunya semakin bikin semangat untuk segera menerapkan normal. tapi apakah betul, otg tidak menyebarlan virus?","klaim who seperti ini tentunya semakin bikin semangat untuk segera menerapkan normal. tapi apakah betul, otg tidak menyebarlan virus?","klaim who bikin semangat menerapkan . , otg menyebarlan virus ?",positif
"usai rapid test massal, kebumen siap deklarasi new normal https://t.co/6amwi6joce","usai rapid test massal, kebumen siap deklarasi","usai rapid test massal, kebumen siap deklarasi","rapid test massal , kebumen deklarasi",positif
new normal. asik atau jengkel? https://t.co/3ecswofqqx,normal. asik atau jengkel?,normal. asik atau jengkel?,. asik jengkel ?,netral
"hmm pak e warga e  sik durung siap new normal pak e, masker e wes podo dilepas semua, ikuloh tambah melonjak pak e hmm talah piye jal 😪https://t.co/lhuowppvng","hmm pak e warga e sik durung siap pak e, masker e wes podo dilepas semua, ikuloh tambah melonjak pak e hmm talah piye jal","hmm pak e warga e sik durung siap pak e, masker e wes podo dilepas semua, ikuloh tambah melonjak pak e hmm talah piye jal","hmm e warga e sik durung e , masker e wes podo dilepas , ikuloh melonjak e hmm talah piye jal",negatif
kota surabaya akan memasuki masa transisi selama dua pekan menjelang fase new normal. masa transisi akan dimulai selasa (9/6/2020). https://t.co/royavji1gf,kota surabaya akan memasuki masa transisi selama dua pekan menjelang fase normal. masa transisi akan dimulai selasa (9/6/2020).,kota surabaya akan memasuki masa transisi selama dua pekan menjelang fase normal. masa transisi akan dimulai selasa (9/6/2020).,kota surabaya memasuki transisi pekan menjelang fase . transisi selasa ( 9 / 6 / 2020 ) .,positif
komisi iv dprd badung gelar raker dengan disdikpora jelang new normal https://t.co/fk5xp8hcxe #newnormal #dprdbadung #pemkabbadung #disdikporabadung #berita #nusabali #covid19 #pandemi,komisi iv dprd badung gelar raker dengan disdikpora jelang #newnormal #dprdbadung #pemkabbadung #disdikporabadung #berita #nusabali #covid19 #pandemi,komisi iv dprd badung gelar raker dengan disdikpora jelang #newnormal #dprdbadung #pemkabbadung #disdikporabadung #berita #nusabali #covid19 #pandemi,komisi iv dprd badung gelar raker disdikpora jelang #newnormal #dprdbadung #pemkabbadung #disdikporabadung #berita #nusabali #covid19 #pandemi,positif
"(kim asabri) .. new normal .. yang biasanya melakukan transaksi dengan ""pedagang kreatif keliling"" ""e-thek"" ""bakso, mie, es, sayur, dll"".. ayoo, lakukan protokol kesehatan atau hal-hal berikut ini, sebagai upaya… https://t.co/wygfogcezm","(kim asabri) .. .. yang biasanya melakukan transaksi dengan ""pedagang kreatif keliling"" ""e-thek"" ""bakso, mie, es, sayur, dll"".. ayoo, lakukan protokol kesehatan atau hal-hal berikut ini, sebagai upaya…","(kim asabri) .. .. yang biasanya melakukan transaksi dengan ""pedagang kreatif keliling"" ""e-thek"" ""bakso, mie, es, sayur, dll"".. ayoo, lakukan protokol kesehatan atau hal-hal berikut ini, sebagai upaya…","( kim asabri ) .. .. transaksi "" pedagang kreatif keliling "" "" e - thek "" "" bakso , mie , es , sayur , dll "" .. ayoo , lakukan protokol kesehatan hal-hal , upaya …",positif
"#selamatpagi 

nikmati #promo #spesial dari kami khusus di bulan #juni2020. (geser ke kiri).

apa saja promonya :
● booster pack dan #propoelix power pack untuk persiapan new normal karena mengandung #antioksidan… https://t.co/qcqufmlsza","#selamatpagi nikmati #promo #spesial dari kami khusus di bulan #juni2020. (geser ke kiri).

apa saja promonya :
● booster pack dan #propoelix power pack untuk persiapan karena mengandung #antioksidan…","#selamatpagi nikmati #promo #spesial dari kami khusus di bulan #juni2020. (geser ke kiri).

apa saja promonya :
● booster pack dan #propoelix power pack untuk persiapan karena mengandung #antioksidan…","#selamatpagi nikmati #promo #spesial khusus #juni2020 . ( geser kiri ) . 

 promonya : 
 ● booster pack #propoelix power pack persiapan mengandung #antioksidan …",netral
@auliadewip apakah itu yg disebut new normal?,apakah itu yg disebut normal?,apakah itu yang disebut normal?,?,netral
@diasmilitia ehehe iya yas. ini lagi siap2 mau kerja. udah new normal,ehehe iya yas. ini lagi siap2 mau kerja. udah,ehehe iya yas. ini lagi siap2 mau kerja. sudah,ehehe iya yas . siap2 kerja .,netral
"selamat pagi bogor.

sudah siap menghadapi new normal ?? harus doong.... jangan menyerah teman, selalu ada jalan buat mereka yang selalu belajar, bergerak dan optimis. 

#phonephotography #xiomiindonesia… https://t.co/xqq29vrscc","selamat pagi bogor.

sudah siap menghadapi ?? harus doong.... jangan menyerah teman, selalu ada jalan buat mereka yang selalu belajar, bergerak dan optimis. #phonephotography #xiomiindonesia…","selamat pagi bogor.

sudah siap menghadapi ?? harus doong.... jangan menyerah teman, selalu ada jalan buat mereka yang selalu belajar, bergerak dan optimis. #phonephotography #xiomiindonesia…","selamat pagi bogor . 

 menghadapi ? ? doong .... menyerah teman , jalan belajar , bergerak optimis . #phonephotography #xiomiindonesia …",positif
belum berlaku new normal tapi masih suka ada orang-orang jalan2 tidak pakai masker dan kumpul rame-rame di tempat umum ckck. something must be wrong.,belum berlaku tapi masih suka ada orang-orang jalan2 tidak pakai masker dan kumpul rame-rame di tempat umum ckck. something must be wrong.,belum berlaku tapi masih suka ada orang-orang jalan-jalan tidak pakai masker dan kumpul rame-rame di tempat umum ckck. something must be wrong.,berlaku suka orang-orang jalan-jalan pakai masker kumpul rame-rame ckck . something must be wrong .,negatif
"indonesia memasuki tahap new normal
bagi yang udah putus udah siapin yang new belom?","indonesia memasuki tahap normal
bagi yang udah putus udah siapin yang belom?","indonesia memasuki tahap normal
bagi yang sudah putus sudah siapin yang belom?","indonesia memasuki tahap 
 putus siapin belom ?",negatif
"new normal, sekolah benar-benar dibuka?
😱😱😱
https://t.co/x5s2q6z2jj","normal, sekolah benar-benar","normal, sekolah benar-benar",", sekolah benar-benar",netral
@collegemenfess udah utbk ajaaa toh udah mau new normal mall aja mau dibuka ini pendidikan apa apa mau instan mau jadi apa ntar 💣,udah utbk ajaaa toh udah mau mall aja mau dibuka ini pendidikan apa apa mau instan mau jadi apa ntar 💣,sudah utbk saja toh sudah mau mall saja mau dibuka ini pendidikan apa apa mau instan mau jadi apa entar 💣,utbk mall dibuka pendidikan instan entar 💣,negatif
"sudah tidak ada topik lainkah? 
https://t.co/tqmntpajyy",sudah tidak ada topik lainkah?,sudah tidak ada topik lainkah?,topik lainkah ?,netral
zebulane wong2 isih dha ra paham protokol keamanan masa pandemi. ha nek ngono wi piye le meh siap new normal buos...,zebulane wong2 isih dha ra paham protokol keamanan masa pandemi. ha nek ngono wi piye le meh siap buos...,zebulane wong-wong isih dha ra paham protokol keamanan masa pandemi. ha nek ngono wi piye boleh meh siap buos...,zebulane - isih dha ra paham protokol keamanan pandemi . ha nek ngono wi piye meh buos ...,netral
"@merapi_news @runursyifa tertib emang dari masyarakatnya..
ga bisa nyamain new normal indonesia sama singapura 😂

semoga semua baik-baik saja","tertib emang dari masyarakatnya..
ga bisa nyamain indonesia sama singapura 😂

semoga semua baik-baik saja","tertib memang dari masyarakatnya..
ga bisa menyamakan indonesia sama singapura 😂

semoga semua baik-baik saja","tertib masyarakatnya .. 
 menyamakan indonesia singapura 😂 

 semoga baik-baik",netral
"heran sm rang o rang kaga ada takut takutnya, ada system baru “new normal”, pada mbludak nongkrong sana sini, keren dah","heran sm rang o rang kaga ada takut takutnya, ada system baru “new normal”, pada mbludak nongkrong sana sini, keren dah","heran sama rang o rang kagak ada takut takutnya, ada system baru “new normal”, pada mbludak nongkrong sana sini, keren deh","heran rang o rang takut takutnya , system “ ” , mbludak nongkrong , keren deh",negatif
"kemendikbud umumkan 10 rancangan syarat new normal sekolah, nomor 6 paling tidak mungkin https://t.co/atggkp92lf","kemendikbud umumkan 10 rancangan syarat sekolah, nomor 6 paling tidak mungkin","kemendikbud umumkan 10 rancangan syarat sekolah, nomor 6 paling tidak mungkin","kemendikbud umumkan 10 rancangan syarat sekolah , nomor 6",netral
sandiaga sebut 5 juta orang kehilangan pekerjaan yang mayoritas dari sektor umkm. https://t.co/uktpl3ho6a,sandiaga sebut 5 juta orang kehilangan pekerjaan yang mayoritas dari sektor umkm.,sandiaga sebut 5 juta orang kehilangan pekerjaan yang mayoritas dari sektor umkm.,sandiaga 5 juta orang kehilangan pekerjaan mayoritas sektor umkm .,negatif
mendingan gausah nonton/baca berita deh. new normal ini malah bikin makin parno. siap2 covid gelombang dua ini mah..,mendingan gausah nonton/baca berita deh. ini malah bikin makin parno. siap2 covid gelombang dua ini mah..,mendingan enggak usah nonton/baca berita deh. ini malah bikin makin parno. siap2 covid gelombang dua ini mah..,mendingan nonton / baca berita deh . bikin parno . siap2 covid gelombang ..,negatif
"simak! lima tahapan ‘new normal’ menuju masyarakat aman covid-19 dan produktif https://t.co/bcpjeo2dfy 

@jokowi
@wapres_ri
@kemenkesri
@bnpb_indonesia 
@kemendag 
@kemendagri 
@kemenbumn 
@perekonomianri 
@bappenasri https://t.co/geedbbhfgv",simak! lima tahapan ‘new normal’ menuju masyarakat aman covid-19 dan produktif,simak! lima tahapan ‘new normal’ menuju masyarakat aman covid-19 dan produktif,simak ! tahapan ‘ ’ masyarakat aman covid - 19 produktif,positif
slamet ariyadi: penerapan new normal harus efektif https://t.co/16tiyqsakm,slamet ariyadi: penerapan harus efektif,selamat ariyadi: penerapan harus efektif,selamat ariyadi : penerapan    efektif,positif
menjelang new normal babinsa lakukan patroli disiplin kesehatan https://t.co/21q98mr77t,menjelang babinsa lakukan patroli disiplin kesehatan,menjelang babinsa lakukan patroli disiplin kesehatan,menjelang babinsa lakukan patroli disiplin kesehatan,positif
"new normal uda mulai, tapi aku masi belom berani keluar buat beli seblak makan ditempat tanpa dibungkus:’ huhuhu","uda mulai, tapi aku masi belom berani keluar buat beli seblak makan ditempat tanpa dibungkus:’ huhuhu","sudah mulai, tapi aku masih belum berani keluar buat beli seblak makan ditempat tanpa dibungkus:’ huhuhu",", berani beli seblak makan ditempat dibungkus : ’ huhuhu",netral
new normal: kemanusiaan baru atau hukum rimba yang terjadi https://t.co/nmrrezxwfd,normal: kemanusiaan baru atau hukum rimba yang terjadi,normal: kemanusiaan baru atau hukum rimba yang terjadi,: kemanusiaan hukum rimba,negatif
biaya dan waktu pelaksanaan kegiatan kelas poligami menuju new normal telah tertera di poster yang beredar. #kelaspoligami https://t.co/ulsa1gabuq,biaya dan waktu pelaksanaan kegiatan kelas poligami menuju telah tertera di poster yang beredar. #kelaspoligami,biaya dan waktu pelaksanaan kegiatan kelas poligami menuju telah tertera di poster yang beredar. #kelaspoligami,biaya pelaksanaan kegiatan kelas poligami tertera poster beredar . #kelaspoligami,netral
"ini yang bikin pas ngejalanin new normal ya kaya normal2 aja, gada yg gimana2 bgt. ngobrol sm orang kantor jg kaya sb pandemi cuma bedanya semua maskeran.
menurut gue ini soal mindset.
kalo lo terlalu kebawa takut ya ga akan nyaman jalaninnya.","ini yang bikin pas ngejalanin ya kaya normal2 aja, gada yg gimana2 bgt. ngobrol sm orang kantor jg kaya sb pandemi cuma bedanya semua maskeran.
menurut gue ini soal mindset.
kalo lo terlalu kebawa takut ya ga akan nyaman jalaninnya.","ini yang bikin pas ngejalanin ya kayak normal2 aja, enggak ada yang gimana2 bgt. mengobrol sama orang kantor juga kayak sb pandemi cuma bedanya semua maskeran.
menurut gue ini soal mindset.
kalo lo terlalu terbawa takut ya enggak akan nyaman jalaninnya.","bikin pas ngejalanin normal2 , gimana2 . mengobrol orang kantor sb pandemi bedanya maskeran . 
 mindset . 
 lo terbawa takut nyaman jalaninnya .",positif
"@yujingan_ abis stay at home aja udah kangen bgt sama sobi 
udah new normal bisa ketemu lagi",abis stay at home aja udah kangen bgt sama sobi udah bisa ketemu lagi,habis stay at home saja sudah kangen banget sama sobi sudah bisa ketemu lagi,habis stay at home kangen sobi ketemu,positif
mau lakukan perjalanan saat masa adaptasi new normal? ini syarat dan kriterianya https://t.co/4rx4nifijq https://t.co/b3lwadpz3i,mau lakukan perjalanan saat masa adaptasi normal? ini syarat dan kriterianya,mau lakukan perjalanan saat masa adaptasi normal? ini syarat dan kriterianya,lakukan perjalanan adaptasi ? syarat kriterianya,positif
"mimbar virtual, bersiap jadi melenial new normal bersama barisannews https://t.co/s1bamocr7x","mimbar virtual, bersiap jadi melenial bersama barisannews","mimbar virtual, bersiap jadi melenial bersama barisannews","mimbar virtual , melenial barisannews",positif
"new normal, sekolah benar-benar akan dibuka?

salah satu kebijakan yang disiapkan pemerintah di tengah kondisi new normal di tengah pandemi covid-19 adalah rencana membuka sekolah di wilayah dengan status zona hijau. seperti apa kelanjutannya? simak di
https://t.co/l2k1t270ck","normal, sekolah benar-benar akan dibuka?

salah satu kebijakan yang disiapkan pemerintah di tengah kondisi di tengah pandemi covid-19 adalah rencana membuka sekolah di wilayah dengan status zona hijau. seperti apa kelanjutannya? simak","normal, sekolah benar-benar akan dibuka?

salah satu kebijakan yang disiapkan pemerintah di tengah kondisi di tengah pandemi covid-19 adalah rencana membuka sekolah di wilayah dengan status zona hijau. seperti apa kelanjutannya? simak",", sekolah benar-benar dibuka ? 

 salah kebijakan disiapkan pemerintah kondisi pandemi covid - 19 rencana membuka sekolah wilayah status zona hijau . kelanjutannya ? simak",positif
"pelajaran bagi indonesia yg kebelet new normal padahal pandemi msh tinggi, blm melewati masa kritis!!! https://t.co/mzn1cslhkl","pelajaran bagi indonesia yg kebelet padahal pandemi msh tinggi, blm melewati masa kritis!!!","pelajaran bagi indonesia yang kebelet padahal pandemi masih tinggi, belum melewati masa kritis!!!","pelajaran indonesia kebelet pandemi , melewati kritis ! ! !",negatif
kaka slank ajak masyarakat sambut new normal dengan sukacita https://t.co/xzwpvqiksb,kaka slank ajak masyarakat sambut dengan sukacita,kakak slank ajak masyarakat sambut dengan sukacita,kakak slank ajak masyarakat sambut sukacita,positif
"tiba - tiba berdagang!!!

karena keadaan new normal nyari kerja tidaklah mudah, jadi saya asdfgwrsuisosskhaahayzizjsjsnsiqtsydihj udalah intinya bambang mau jualan siapa tau ada yg mau hehe
terimakasih terimakasih boleh langsung dm aja kalo misal tertarik hehe https://t.co/2g13uuwrwk","tiba - tiba berdagang!!!

karena keadaan nyari kerja tidaklah mudah, jadi saya asdfgwrsuisosskhaahayzizjsjsnsiqtsydihj udalah intinya bambang mau jualan siapa tau ada yg mau hehe
terimakasih terimakasih boleh langsung dm aja kalo misal tertarik hehe","tiba - tiba berdagang!!!

karena keadaan mencari kerja tidaklah mudah, jadi saya asdfgwrsuisosskhaahayzizjsjsnsiqtsydihj udalah intinya bambang mau jualan siapa tau ada yang mau hehe
terimakasih terimakasih boleh langsung dm saja kalo misal tertarik hehe","- berdagang ! ! ! 

 mencari kerja mudah , asdfgwrsuisosskhaahayzizjsjsnsiqtsydihj udalah intinya bambang jualan tau hehe 
 terimakasih terimakasih langsung dm tertarik hehe",netral
"siapa di antara #sobatrbpn yang hari ini mulai aktif lagi masuk kerja ke kantor? 
setelah beberapa waktu kita menjalani kerja dengan sistem work from home akhirnya kita mulai menyambut new normal dengan mendorong… https://t.co/yyu2uucbvu",siapa di antara #sobatrbpn yang hari ini mulai aktif lagi masuk kerja ke kantor? setelah beberapa waktu kita menjalani kerja dengan sistem work from home akhirnya kita mulai menyambut dengan mendorong…,siapa di antara #sobatrbpn yang hari ini mulai aktif lagi masuk kerja ke kantor? setelah beberapa waktu kita menjalani kerja dengan sistem work from home akhirnya kita mulai menyambut dengan mendorong…,#sobatrbpn aktif masuk kerja kantor ? menjalani kerja sistem work from home menyambut mendorong …,positif
"mungkin menurut orang2 atas ini, yang jadi pembeda antara normal dengan new normal cuma dokter reisa kali yak","mungkin menurut orang2 atas ini, yang jadi pembeda antara dengan cuma dokter reisa kali yak","mungkin menurut orang-orang atas ini, yang jadi pembeda antara dengan cuma dokter reisa kali ya","orang-orang , pembeda dokter reisa kali",netral
"selamat pagi kota surabaya tercinta
psbb tdk diperpanjang saatnya beralih ke new normal.
@e100ss","selamat pagi kota surabaya tercinta
psbb tdk diperpanjang saatnya beralih ke","selamat pagi kota surabaya tercinta
psbb tidak diperpanjang saatnya beralih ke","selamat pagi kota surabaya tercinta 
 psbb diperpanjang beralih",positif
"nyobain nge mall lagi dgn keadaan new normal , jauh lbh aman tapi emang bikin ribet dan jadi mls jga ke mall lagi , because aku manusia yg tak sabaran wkwk","nyobain nge mall lagi dgn keadaan , jauh lbh aman tapi emang bikin ribet dan jadi mls jga ke mall lagi , because aku manusia yg tak sabaran wkwk","mencoba nge mall lagi dengan keadaan , jauh lebih aman tapi memang bikin ribet dan jadi mls juga ke mall lagi , because aku manusia yang tak sabaran wkwk","mencoba nge mall , aman bikin ribet mls mall , because manusia sabaran wkwk",positif
"jelang new normal, bupati kembali ingatkan patuhi protokol kesehatan

baca informasi lengkapnya di 👉 https://t.co/88tgs6w44t

#ayolawancorona #belajardirumah #bekerjadirumah #beribadahdirumah #dirumahsaja #jagakebersihan #jagakesehatan #jagajarak #pakemasker #tetapwaspada https://t.co/anzyxd2cxg","jelang normal, bupati kembali ingatkan patuhi protokol kesehatan

baca informasi lengkapnya di 👉 #belajardirumah #bekerjadirumah #beribadahdirumah #dirumahsaja #jagakebersihan #jagakesehatan #jagajarak #pakemasker #tetapwaspada","jelang normal, bupati kembali ingatkan patuhi protokol kesehatan

baca informasi lengkapnya di 👉 #belajardirumah #bekerjadirumah #beribadahdirumah #dirumahsaja #jagakebersihan #jagakesehatan #jagajarak #pakemasker #tetapwaspada","jelang , bupati ingatkan patuhi protokol kesehatan 

 baca informasi lengkapnya 👉 #belajardirumah #bekerjadirumah #beribadahdirumah #dirumahsaja #jagakebersihan #jagakesehatan #jagajarak #pakemasker #tetapwaspada",positif
miris ngelihat orang2 memasuki new normal malah dibuat ajang buat kumpul kumpul bareng:((( paham ga sih maksudnya new normal? new normal itu bukan berarti semuanya sudah balik as normal beb.,miris ngelihat orang2 memasuki malah dibuat ajang buat kumpul kumpul bareng:((( paham ga sih maksudnya normal? itu bukan berarti semuanya sudah balik as beb.,miris melihat orang-orang memasuki malah dibuat ajang buat kumpul kumpul bareng:((( paham enggak sih maksudnya normal? itu bukan berarti semuanya sudah balik as beb.,miris orang-orang memasuki ajang kumpul kumpul bareng : ( ( ( paham maksudnya ? as beb .,negatif
meskipun uda new normal. tapi masih agak parno kalo di keramaian :'((,meskipun uda normal. tapi masih agak parno kalo di keramaian :'((,meskipun sudah normal. tapi masih agak parno kalo di keramaian :'((,. parno keramaian :'( (,negatif
"ngomongin protokol kerja...

yakin siap nerapin new normal???

tau nggak banyak org dr luar kota slm psbb surabaya, langsung kerja tanpa isolasi mndiri. banyak yg gak pake masker ketika keluar rumah. banyak yg ngremehin cuci tgn. dll","ngomongin protokol kerja...

yakin siap nerapin normal???

tau nggak banyak org dr luar kota slm psbb surabaya, langsung kerja tanpa isolasi mndiri. banyak yg gak pake masker ketika keluar rumah. banyak yg ngremehin cuci tgn. dll","mengomongkan protokol kerja...

yakin siap nerapin normal???

tau enggak banyak orang dari luar kota salam psbb surabaya, langsung kerja tanpa isolasi mndiri. banyak yang enggak pakai masker ketika keluar rumah. banyak yang ngremehin cuci tgn. dll","mengomongkan protokol kerja ... 

 nerapin ? ? ? 

 tau orang kota salam psbb surabaya , langsung kerja isolasi mndiri . pakai masker rumah . ngremehin cuci tgn . dll",negatif
"sob, yuk gabung di webinar dengan tema ""urgensi pelayanan kb pada masa new normal"". menghadirkan kepala bkkbn dr. hasto wardoyo, sp.og (k).
.
selasa, 9 juni 2020
pukul 10.00 - 12.00 wib
-
link registrasi peserta &amp;… https://t.co/osrzadlch2","sob, yuk gabung di webinar dengan tema ""urgensi pelayanan kb pada masa normal"". menghadirkan kepala bkkbn dr. hasto wardoyo, sp.og (k).
.
selasa, 9 juni 2020
pukul 10.00 - 12.00 wib
-
link registrasi peserta &amp;…","sob, yuk gabung di webinar dengan tema ""urgensi pelayanan kb pada masa normal"". menghadirkan kepala bkkbn dr. hasto wardoyo, sp.og (k).
.
selasa, 9 juni 2020
pukul 10.00 - 12.00 wib
-
link registrasi peserta &amp;…","sob , gabung webinar tema "" urgensi pelayanan kb "" . menghadirkan kepala bkkbn dr. hasto wardoyo , sp.og ( k ) . 
 . 
 selasa , 9 juni 2020 
 10.00 - 12.00 wib 
 - 
 link registrasi peserta & amp ; …",positif
"@podoradong namanya juga rezim penuh konspirasi dan new normal, bahkan sampai yang blunder sekalipun juga dianggap normal sama pendukung nya. dari membuat meme tentang virus korona hingga tapera ini, makin error dah😂🤣😂🤣. w ga menghina tapi itu memang benar terjadi adanya","namanya juga rezim penuh konspirasi dan normal, bahkan sampai yang blunder sekalipun juga dianggap sama pendukung nya. dari membuat meme tentang virus korona hingga tapera ini, makin error dah😂🤣😂🤣. w ga menghina tapi itu memang benar terjadi adanya","namanya juga rezim penuh konspirasi dan normal, bahkan sampai yang blunder sekalipun juga dianggap sama pendukung nya. dari membuat meme tentang virus korona hingga tapera ini, makin error dah😂🤣😂🤣. gue enggak menghina tapi itu memang benar terjadi adanya","namanya rezim penuh konspirasi , blunder dianggap pendukung . meme virus korona tapera , error 😂 🤣 😂 🤣 . menghina",negatif
"ma'ruf amin sebut new normal akan lebih sulit dari psbb, kenapa? https://t.co/g5ik1lhlll","ma'ruf amin sebut akan lebih sulit dari psbb, kenapa?","ma'ruf amin sebut akan lebih sulit dari psbb, kenapa?","ma'ruf amin sulit psbb , ?",negatif
per-senin kemarin kantor gue udah nerapin work at office lagi setelah 3 bulan wfh. yang orang-orang bilang new normal dan khawatir akan banyak hal justru ga terjadi pas gue jalanin. masker is on tapi aktivitas ttp kaya biasa ga yg parnoan gitu.,per-senin kemarin kantor gue udah nerapin work at office lagi setelah 3 bulan wfh. yang orang-orang bilang dan khawatir akan banyak hal justru ga terjadi pas gue jalanin. masker is on tapi aktivitas ttp kaya biasa ga yg parnoan gitu.,per-senin kemarin kantor gue sudah nerapin work at office lagi setelah 3 bulan wfh. yang orang-orang bilang dan khawatir akan banyak hal justru enggak terjadi pas gue jalanin. masker is on tapi aktivitas tetap kayak biasa enggak yang parnoan gitu.,- senin kemarin kantor nerapin work at office 3 wfh . orang-orang bilang khawatir pas jalanin . masker is on aktivitas parnoan gitu .,positif
mulai 5 juni asn di jepara terapkan “new normal” https://t.co/nowpysaxwo,mulai 5 juni asn di jepara terapkan “new normal”,mulai 5 juni asn di jepara terapkan “new normal”,5 juni asn jepara terapkan “ ”,positif
"update global, melihat perkembangan kasusnya klu testingnya setara bukan ga mungkin brazil, india melampaui amerika dan russia, tp semoga ga, new normal, jaga jarak 2 meter, pakai masker, jgn kumpul2, jangan pegang2 muka, rajin cuci tangan pakai sabun dgn air mengalir 🙏🙏🙏 https://t.co/fwz8j4e0ky","update global, melihat perkembangan kasusnya klu testingnya setara bukan ga mungkin brazil, india melampaui amerika dan russia, tp semoga ga, normal, jaga jarak 2 meter, pakai masker, jgn kumpul2, jangan pegang2 muka, rajin cuci tangan pakai sabun dgn air mengalir 🙏🙏🙏","update global, melihat perkembangan kasusnya kalau testingnya setara bukan enggak mungkin brazil, india melampaui amerika dan russia, tapi semoga ga, normal, jaga jarak 2 meter, pakai masker, jangan kumpul2, jangan pegang-pegang muka, rajin cuci tangan pakai sabun dengan air mengalir 🙏🙏🙏","update global , perkembangan kasusnya testingnya setara brazil , india melampaui amerika russia , semoga , , jaga jarak 2 meter , pakai masker , kumpul2 , pegang - pegang muka , rajin cuci tangan pakai sabun air mengalir 🙏 🙏 🙏",positif
"ayy lmao new normal. sip, wa bisa bayangin gimana sekolah2 makeknya bakalan. https://t.co/po5feptpso","ayy lmao normal. sip, wa bisa bayangin gimana sekolah2 makeknya bakalan.","ayy lmao normal. sip, wa bisa bayangkan bagaimana sekolah2 makeknya bakalan.","ayy lmao . , wa bayangkan sekolah2 makeknya .",positif
"new normal berada semua sudah normal wmwkwkkw.

dahlah aku nnton ke gubluan org aja hh https://t.co/k3lhsiwg1v","berada semua sudah wmwkwkkw.

dahlah aku nnton ke gubluan org aja hh","berada semua sudah wmwkwkkw.

dahlah aku menonton ke gubluan orang saja hh","wmwkwkkw . 

 dahlah menonton gubluan orang hh",netral
"menghadapi new normal, ketua dprd kab.pekalongan hindun.imron meminta agar sekolah maupun pondok pesantren menerapkan protokol kesehatan. diantaranya menyediakan tempat cuci tangan yang memadai.

#newnornal… https://t.co/1ymblqx55j","menghadapi normal, ketua dprd kab.pekalongan hindun.imron meminta agar sekolah maupun pondok pesantren menerapkan protokol kesehatan. diantaranya menyediakan tempat cuci tangan yang memadai.

#newnornal…","menghadapi normal, ketua dprd kab.pekalongan hindun.imron meminta agar sekolah maupun pondok pesantren menerapkan protokol kesehatan. diantaranya menyediakan tempat cuci tangan yang memadai.

#newnornal…","menghadapi , ketua dprd kab.pekalongan hindun.imron sekolah pondok pesantren menerapkan protokol kesehatan . menyediakan cuci tangan memadai . 

 #newnornal …",positif
"new normal, sekolah benar-benar akan dibuka? | serba-serbi mmc

salah satu kebijakan yg disiapkan pemerintah di tengah kondisi new normal di tengah pandemi covid-19 adalah rencana membuka sekolah di wilayah dgn status zona hijau.seperti apa kelanjutannya?

https://t.co/qfigqkezt9","normal, sekolah benar-benar akan dibuka? | serba-serbi mmc

salah satu kebijakan yg disiapkan pemerintah di tengah kondisi di tengah pandemi covid-19 adalah rencana membuka sekolah di wilayah dgn status zona hijau.seperti apa","normal, sekolah benar-benar akan dibuka? | serba-serbi mmc

salah satu kebijakan yang disiapkan pemerintah di tengah kondisi di tengah pandemi covid-19 adalah rencana membuka sekolah di wilayah dengan status zona hijau.seperti apa",", sekolah benar-benar dibuka ? | serba-serbi mmc 

 salah kebijakan disiapkan pemerintah kondisi pandemi covid - 19 rencana membuka sekolah wilayah status zona hijau.seperti",positif
