text_asli,removed_noise,removed_alay,removed_stopwords,label
dua objek wisata jadi destinasi saat new normal - https://t.co/8xrjul5gdc - suara merdeka cybernews https://t.co/thtiqgyd9y,dua objek wisata jadi destinasi saat - - suara merdeka cybernews,dua objek wisata jadi destinasi saat - - suara merdeka cybernews,objek wisata destinasi - - suara merdeka cybernews,netral
"restoran ayce di indonesia kemungkinan bisa kembali beroperasi dengan penerapan protokol new normal. ini 5 hal yang bisa ditiru dari penerapan di luar negeri. #kulinernewnormal 

via @detikfood https://t.co/ltomenet8j",restoran ayce di indonesia kemungkinan bisa kembali beroperasi dengan penerapan protokol normal. ini 5 hal yang bisa ditiru dari penerapan di luar negeri. #kulinernewnormal via,restoran ayce di indonesia kemungkinan bisa kembali beroperasi dengan penerapan protokol normal. ini 5 hal yang bisa ditiru dari penerapan di luar negeri. #kulinernewnormal via,restoran ayce indonesia beroperasi penerapan protokol . 5 ditiru penerapan negeri . #kulinernewnormal via,netral
"mau new normal atau tida, ibuku ttp bilang gini
""gaboleh ngopi diluar sampe akhir tahun, paling lama januari""
yaallah mah astaga, tp y bner si g sala ibukku😭","mau atau tida, ibuku ttp bilang gini
""gaboleh ngopi diluar sampe akhir tahun, paling lama januari""
yaallah mah astaga, tp y bner si g sala ibukku😭","mau atau tida, ibuku tetap bilang gini
""gaboleh ngopi diluar sampai akhir tahun, paling lama januari""
yaallah mah astaga, tapi ya benar sih enggak sala ibukku😭","tida , ibuku bilang gini 
 "" gaboleh ngopi diluar , januari "" 
 yaallah astaga , sala ibukku 😭",netral
"jangankan ""new normal"", covid-19 pun ada yang belum tahu https://t.co/7qwv58o7d3","jangankan ""new normal"", covid-19 pun ada yang belum tahu","jangankan ""new normal"", covid-19 pun ada yang belum tahu",""" "" , covid - 19",netral
"ketapels live ig ""sehat dan aktif di saat new normal"" https://t.co/80eqcgge9n","ketapels live ig ""sehat dan aktif di saat normal""","ketapels live ig ""sehat dan aktif di saat normal""","ketapels live ig "" sehat aktif """,netral
salah satu caranya adalah yakin kepada allah. https://t.co/1k9pfgjxsf,salah satu caranya adalah yakin kepada allah.,salah satu caranya adalah yakin kepada allah.,salah allah .,netral
dinas pariwisata sumatera barat menggelar simulasi kedatangan wisatawan ke provinsi itu dengan menjalankan protokol kesehatan. https://t.co/q1caijroax,dinas pariwisata sumatera barat menggelar simulasi kedatangan wisatawan ke provinsi itu dengan menjalankan protokol kesehatan.,dinas pariwisata sumatera barat menggelar simulasi kedatangan wisatawan ke provinsi itu dengan menjalankan protokol kesehatan.,dinas pariwisata sumatera barat menggelar simulasi kedatangan wisatawan provinsi menjalankan protokol kesehatan .,netral
"[baim] wah gimana pdkt nya nih kalau social distance seating gini di bioskop 🙃 

https://t.co/gjgw32xiti",[baim] wah gimana pdkt nya nih kalau social distance seating gini di bioskop 🙃,[baim] wah bagaimana pdkt nya nih kalau social distance seating begini di bioskop 🙃,[ baim ] pdkt social distance seating bioskop 🙃,netral
"new normal. ayah udah ke jakarta, gada wfh dan adit udah harus ke bogor, kerja. rumah sepi","normal. ayah udah ke jakarta, gada wfh dan adit udah harus ke bogor, kerja. rumah sepi","normal. ayah sudah ke jakarta, enggak ada wfh dan adit sudah harus ke bogor, kerja. rumah sepi",". ayah jakarta , wfh adit bogor , kerja . rumah sepi",netral
"@sahyuza piye pendapat kalian tentang new normal lur??? ini kampung ku, wonogiri sukses. btw ini spot running kalo lagi di kampung, dan baru berani sekali keluar buat running 😎 sebenernya masih ada beberapa spot yg bagus, tapi ga berani jauh-jauh dari rumah
#dirumahsaja https://t.co/srt4ejyuz4","piye pendapat kalian tentang lur??? ini kampung ku, wonogiri sukses. btw ini spot running kalo lagi di kampung, dan baru berani sekali keluar buat running 😎 sebenernya masih ada beberapa spot yg bagus, tapi ga berani jauh-jauh dari rumah
#dirumahsaja","piye pendapat kalian tentang lur??? ini kampung ku, wonogiri sukses. btw ini spot running kalo lagi di kampung, dan baru berani sekali keluar buat running 😎 sebenarnya masih ada beberapa spot yang bagus, tapi enggak berani jauh-jauh dari rumah
#dirumahsaja","piye pendapat lur ? ? ? kampung ku , wonogiri sukses . btw spot running kampung , berani running 😎 spot bagus , berani jauh-jauh rumah 
 #dirumahsaja",netral
“master” learning berbasis kuis interaktif  menuju pendidikan era new normal https://t.co/pzrkg5uh3f,“master” learning berbasis kuis interaktif menuju pendidikan era new normal,“master” learning berbasis kuis interaktif menuju pendidikan era new normal,“ master ” learning berbasis kuis interaktif pendidikan era,netral
"sosialisasi kampung tangguh  yang dilaksanakan untuk menyongsong new normal agar peserta lebih faham tentang cara menghindari dan menghadapi penyebaran covid 19.pada hari  selasa tgl.  02 juni 2020
bertempat di balai… https://t.co/d0cgb8gjsz","sosialisasi kampung tangguh yang dilaksanakan untuk menyongsong agar peserta lebih faham tentang cara menghindari dan menghadapi penyebaran covid 19.pada hari selasa tgl. 02 juni 2020
bertempat di balai…","sosialisasi kampung tangguh yang dilaksanakan untuk menyongsong agar peserta lebih faham tentang cara menghindari dan menghadapi penyebaran covid 19.pada hari selasa tgl. 02 juni 2020
bertempat di balai…","sosialisasi kampung tangguh dilaksanakan menyongsong peserta faham menghindari menghadapi penyebaran covid 19.pada selasa tgl . 02 juni 2020 
 bertempat balai …",netral
"new normal turu jam 9, tangi jam 3 🤠","turu jam 9, tangi jam 3 🤠","turu jam 9, tangi jam 3 🤠","turu jam 9 , tangi jam 3 🤠",netral
adapun sedikitnya ada 18 aktivitas yang mulai bisa beroperasi namun dilakukan secara bertahap. https://t.co/5zifbhbper,adapun sedikitnya ada 18 aktivitas yang mulai bisa beroperasi namun dilakukan secara bertahap.,adapun sedikitnya ada 18 aktivitas yang mulai bisa beroperasi namun dilakukan secara bertahap.,18 aktivitas beroperasi bertahap .,netral
new normal itu bukannya mari kita lupain messi?,itu bukannya mari kita lupain messi?,itu bukannya mari kita melupakan messi?,mari melupakan messi ?,netral
"kalo kekantor kayak kmrn jalan jam 8 sampe jam 10 - balik jam 8 udah disemprot “ngapain sih lama bgt diluar, belom normal tau”
yha kan biar malem bisa tidur juga kaga berebut tempat kerja sm laptop, lagian belajar new normal juga wkwkw gadeng boong biar nongs aja sm kawan2","kalo kekantor kayak kmrn jalan jam 8 sampe jam 10 - balik jam 8 udah disemprot “ngapain sih lama bgt diluar, belom tau”
yha kan biar malem bisa tidur juga kaga berebut tempat kerja sm laptop, lagian belajar juga wkwkw gadeng boong biar nongs aja sm kawan2","kalo kekantor kayak kemarin jalan jam 8 sampai jam 10 - balik jam 8 sudah disemprot “ngapain sih lama banget diluar, belum tau”
yha kan biar malam bisa tidur juga kagak berebut tempat kerja sama laptop, lagian belajar juga wkwkw gadeng bohong biar nongs saja sama kawan2","kekantor kemarin jalan jam 8 jam 10 - jam 8 disemprot “ ngapain diluar , tau ” 
 yha biar malam tidur berebut kerja laptop , belajar wkwkw gadeng bohong biar nongs kawan2",netral
"siaran nasional di indonesia tapi masih sering nyebut new normal, bukan normal baru. meh..","siaran nasional di indonesia tapi masih sering nyebut normal, bukan baru. meh..","siaran nasional di indonesia tapi masih sering nyebut normal, bukan baru. meh..","siaran nasional indonesia nyebut , . meh ..",negatif
#sobatmalangtramway infografis panduan bagi penumpang ka berdasarkan peraturan new normal https://t.co/bvnvuuie4q via @kompascom,#sobatmalangtramway infografis panduan bagi penumpang ka berdasarkan peraturan via,#sobatmalangtramway infografis panduan bagi penumpang kak berdasarkan peraturan via,#sobatmalangtramway infografis panduan penumpang kak berdasarkan peraturan via,netral
woow..alhamdullilah gabener @aniesbaswedan sangat peduli pada bisnis kehidupan malam utk masa new normal.. @ustadtengkuzul     https://t.co/dpok8xox25,woow..alhamdullilah gabener sangat peduli pada bisnis kehidupan malam utk masa normal..,woow..alhamdullilah gabener sangat peduli pada bisnis kehidupan malam untuk masa normal..,woow .. alhamdullilah gabener peduli bisnis kehidupan malam ..,negatif
"@nuswantorogarda @ulinyusron @nety_rusi @airinairin_nz @trenzsolo @billray2019 @bbysiahaan @c45_wanto @ds21223515 lagu  corona
            dan new normal  
( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan  plan action nya

taati lah protokol kesehatan new normal / normalisasi kehidupan sesuai action plan nya

https://t.co/hwhpcyhtfd","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona ( normalisasi kehidupan ) 

 hasil kajian komprehensiv psbb 
 plan action 

 taati protokol kesehatan / normalisasi kehidupan sesuai action plan",netral
"lagu  corona
            dan new normal  
( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan  plan action nya

taati lah protokol kesehatan new normal / normalisasi kehidupan sesuai action plan nya

https://t.co/hwhpcyhtfd https://t.co/nm7odtyrnq","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona dan ( normalisasi kehidupan )

hasil kajian komprehensiv dari psbb
dan plan action nya

taati lah protokol kesehatan / normalisasi kehidupan sesuai action plan","lagu corona ( normalisasi kehidupan ) 

 hasil kajian komprehensiv psbb 
 plan action 

 taati protokol kesehatan / normalisasi kehidupan sesuai action plan",netral
"jelang new normal, industri sawit siapkan ini https://t.co/jcfh6hn3c3","jelang normal, industri sawit siapkan ini","jelang normal, industri sawit siapkan ini","jelang , industri sawit siapkan",netral
"new normal bakal diterapkan di indonesia secepatnya ?
https://t.co/hv3xwokhzc",bakal diterapkan di indonesia secepatnya,bakal diterapkan di indonesia secepatnya,diterapkan indonesia secepatnya,netral
"bagi info tentang new normal dong guys...

#newnormal","bagi info tentang dong guys...

#newnormal","bagi info tentang dong guys...

#newnormal","info ... 

 #newnormal",netral
"wakil bupati kubu raya sujiwo: jangan salah mengartikan istilah new normal

https://t.co/pozdr5ohl9

#pdiperjuangan
#newnormal
#kenormalanbaru",wakil bupati kubu raya sujiwo: jangan salah mengartikan istilah,wakil bupati kubu raya sujiwo: jangan salah mengartikan istilah,wakil bupati kubu raya sujiwo : salah mengartikan istilah,netral
"dan akhirnya skrg daerah desa gua adl 2 dr daerah yg udh diizinin buat new normal dan bebas dr kasus positif covid-19. alhamdulillah, semoga semuanya sehat2 ❤️❤️ 

.
khusus buat mamaku, semangatt ma. semoga mama dan team bisa mengatasi semua ini ❤️❤️","dan akhirnya skrg daerah desa gua adl 2 dr daerah yg udh diizinin buat dan bebas dr kasus positif covid-19. alhamdulillah, semoga semuanya sehat2 ❤️❤️ .
khusus buat mamaku, semangatt ma. semoga mama dan team bisa mengatasi semua ini ❤️❤️","dan akhirnya sekarang daerah desa gua adalah 2 dari daerah yang sudah diizinin buat dan bebas dari kasus positif covid-19. alhamdulillah, semoga semuanya sehat-sehat ❤️❤️ .
khusus buat mamaku, semangat ma. semoga mama dan team bisa mengatasi semua ini ❤️❤️","daerah desa 2 daerah diizinin bebas positif covid - 19 . alhamdulillah , semoga sehat - sehat ❤ ️ ❤ ️ . 
 khusus mamaku , semangat ma . semoga mama team mengatasi ❤ ️ ❤ ️",positif
"new normal ataupun tidak hidupmu harus tetap berjalan, jangan lupa shalat dan berdoa 💕☺","ataupun tidak hidupmu harus tetap berjalan, jangan lupa shalat dan berdoa 💕☺","ataupun tidak hidupmu harus tetap berjalan, jangan lupa shalat dan berdoa 💕☺","hidupmu berjalan , lupa shalat berdoa 💕 ☺",positif
"#sobatmalangtramway alat pelindung wajah/ ""face shield"" bagi penumpang kereta api akan disediakan oleh kai. begini penjelasannya https://t.co/wuv7qoc9vd via @kompascom","#sobatmalangtramway alat pelindung wajah/ ""face shield"" bagi penumpang kereta api akan disediakan oleh kai. begini penjelasannya via","#sobatmalangtramway alat pelindung wajah/ ""face shield"" bagi penumpang kereta api akan disediakan oleh kai. begini penjelasannya via","#sobatmalangtramway alat pelindung wajah/ "" face shield "" penumpang kereta api disediakan kai . penjelasannya via",netral
@bejoblora @ariefrohman_838 @dinsos_p3a @dinkesblora @prokompimblora @info_kradenan @pkb_blora @hadiprayitno82 @dinkominfoblora @gpansorblora @info_blora belum... di pulau jawa hanya kota tegal yg menerapkan new normal,belum... di pulau jawa hanya kota tegal yg menerapkan,belum... di pulau jawa hanya kota tegal yang menerapkan,... pulau jawa kota tegal menerapkan,netral
"@wangifebryk @jntexpressid iya wang, mentang udah new normal jalan2 dulu dia 😇","iya wang, mentang udah jalan2 dulu dia 😇","iya wang, mentang sudah jalan-jalan dulu dia 😇","iya wang , mentang jalan-jalan 😇",netral
@kalemzeyeng @asknonym disana masih lockdown? kan sebentar lagi mau new normal hehe,disana masih lockdown? kan sebentar lagi mau hehe,disana masih lockdown? kan sebentar lagi mau hehe,disana lockdown ? sebentar hehe,netral
"@beniteko @e100ss kasian akibat salah persepsi tentang new normal...dikirakno suroboyo wes normal...
padahal black zone....","kasian akibat salah persepsi tentang normal...dikirakno suroboyo wes normal...
padahal black zone....","kasihan akibat salah persepsi tentang normal...dikirakno suroboyo wes normal...
padahal black zone....","kasihan akibat salah persepsi ... dikirakno suroboyo wes ... 
 black zone ....",netral
@ridwanhr kan new normal,kan,kan,,netral
new normal diberlakukan setelah kasus covid-19 turun https://t.co/mko0iscwtw,diberlakukan setelah kasus covid-19 turun,diberlakukan setelah kasus covid-19 turun,diberlakukan covid - 19 turun,netral
"kaimana hadapi new normal, polres-tni bersinergi https://t.co/e13nrdkrzg","kaimana hadapi normal, polres-tni bersinergi","kaimana hadapi normal, polres-tni bersinergi","kaimana hadapi , polres - tni    bersinergi",netral
"doa terbaik utk warga sipil dmnpun berada yg sedang memperjuangkan hak2nya dan menuntut keadilan.  ""panjang umur perjuangan"". 
dan jgn lupa kita masih ingin sembuh dari pandemi :"")) so dont forget about that 'new normal protocol' guys 🙏🙏","doa terbaik utk warga sipil dmnpun berada yg sedang memperjuangkan hak2nya dan menuntut keadilan. ""panjang umur perjuangan"". dan jgn lupa kita masih ingin sembuh dari pandemi :"")) so dont forget about that 'new protocol' guys 🙏🙏","doa terbaik untuk warga sipil dmnpun berada yang sedang memperjuangkan hak2nya dan menuntut keadilan. ""panjang umur perjuangan"". dan jangan lupa kita masih ingin sembuh dari pandemi :"")) sok dont forget about that 'new protocol' guys 🙏🙏","doa terbaik warga sipil dmnpun memperjuangkan hak2nya menuntut keadilan . "" umur perjuangan "" . lupa sembuh pandemi : "") ) sok dont forget about that ' protocol ' 🙏 🙏",positif
"covid-19 melonjak, wali kota semarang: lupakan new normal! https://t.co/zyhixrpkyt","covid-19 melonjak, wali kota semarang: lupakan normal!","covid-19 melonjak, wali kota semarang: lupakan normal!","covid - 19 melonjak , wali kota semarang : lupakan !",netral
"katanya menuju “new normal” nyatanya psbb diperpanjang lagi, harusnya cari cara buat di perketat bukan diperpanjang malihhh 🙂","katanya menuju “new normal” nyatanya psbb diperpanjang lagi, harusnya cari cara buat di perketat bukan diperpanjang malihhh 🙂","katanya menuju “new normal” nyatanya psbb diperpanjang lagi, harusnya cari cara buat di perketat bukan diperpanjang malihhh 🙂","“ ” psbb diperpanjang , cari perketat diperpanjang malihhh 🙂",negatif
"@introverthoom skrg aku koleksi meme brou, new normal 🤣 https://t.co/grbyb8iyga","skrg aku koleksi meme brou, 🤣","sekarang aku koleksi meme brou, 🤣","koleksi meme brou , 🤣",netral
"#repost kemenhub151
• • • • • •
kementerian perhubungan bersiap menghadapai tatatan kehidupan yang baru, atau sering disebut new normal. seperti #kawulamoda ketahui, pandemi covid-19 telah menimbulkan dampak sangat… https://t.co/kddnqctq5v","#repost kemenhub151
• • • • • •
kementerian perhubungan bersiap menghadapai tatatan kehidupan yang baru, atau sering disebut normal. seperti #kawulamoda ketahui, pandemi covid-19 telah menimbulkan dampak sangat…","#repost kemenhub151
• • • • • •
kementerian perhubungan bersiap menghadapai tatatan kehidupan yang baru, atau sering disebut normal. seperti #kawulamoda ketahui, pandemi covid-19 telah menimbulkan dampak sangat…","#repost kemenhub151 
 • • • • • • 
 kementerian perhubungan menghadapai tatatan kehidupan , . #kawulamoda ketahui , pandemi covid - 19 menimbulkan dampak …",netral
"makassar belum bisa menerapkan new normal karena angka covid 19 masih tinggi. di makassar ada 912 yang terkonfirmasi positif corona. 
.
.
.
gimana bisa berkurang angka covid 19 kalau warganya makin bebas berkeliaran, apalagi tidak pakai masker #pagiindah @radiotelstar","makassar belum bisa menerapkan karena angka covid 19 masih tinggi. di makassar ada 912 yang terkonfirmasi positif corona. .
.
.
gimana bisa berkurang angka covid 19 kalau warganya makin bebas berkeliaran, apalagi tidak pakai masker #pagiindah","makassar belum bisa menerapkan karena angka covid 19 masih tinggi. di makassar ada 912 yang terkonfirmasi positif corona. .
.
.
gimana bisa berkurang angka covid 19 kalau warganya makin bebas berkeliaran, apalagi tidak pakai masker #pagiindah","makassar menerapkan angka covid 19 . makassar 912 terkonfirmasi positif corona . . 
 . 
 . 
 gimana berkurang angka covid 19 warganya bebas berkeliaran , pakai masker #pagiindah",negatif
irc 13 (iding rosyidin corner): menyoal tatanan kehidupan new normal https://t.co/btzcugltbf,irc 13 (iding rosyidin corner): menyoal tatanan kehidupan,irc 13 (iding rosyidin corner): menyoal tatanan kehidupan,irc 13 ( iding rosyidin corner ) : menyoal tatanan kehidupan,netral
pembagian masker oleh kapolres pati dalam rangka hidup new normal *#satlantasrespaticegahcovid-19* https://t.co/4evlp2qsfg,pembagian masker oleh kapolres pati dalam rangka hidup *#satlantasrespaticegahcovid-19*,pembagian masker oleh kapolres pati dalam rangka hidup *#satlantasrespaticegahcovid-19*,pembagian masker kapolres pati rangka hidup * #satlantasrespaticegahcovid - 19 *,netral
new normal saat aktifitas ngantor https://t.co/idqj7x8vt3,saat aktifitas ngantor,saat aktifitas ngantor,aktifitas ngantor,netral
berasa bgt badan new normal gini,berasa bgt badan gini,berasa banget badan begini,berasa badan,netral
era new normal essentials ~~&gt; uda ga bisa pake sling bag,era essentials ~~&gt; uda ga bisa pake sling bag,era essentials ~~&gt; sudah enggak bisa pakai saling bag,era essentials ~~&gt ; pakai bag,netral
kembali hidup normal dalam #new normal# *#satlantasrespaticegahcovid-19* https://t.co/q2obzmlp8a,kembali hidup dalam #new normal# *#satlantasrespaticegahcovid-19*,kembali hidup dalam #new normal# *#satlantasrespaticegahcovid-19*,hidup #new # * #satlantasrespaticegahcovid - 19 *,netral
"hi goodvibes! selalu ingat yang ""new normal"" saat naik kereta commuterline. #bersamakitabisa #newnormal #krl https://t.co/inttw902fo","hi goodvibes! selalu ingat yang ""new normal"" saat naik kereta commuterline. #bersamakitabisa #newnormal #krl","hi goodvibes! selalu ingat yang ""new normal"" saat naik kereta commuterline. #bersamakitabisa #newnormal #krl","hi goodvibes ! "" "" kereta commuterline . #bersamakitabisa #newnormal #krl",netral
"sektor pelatihan berbasis alam terbuka siap sambut new normal dengan berbagai aktivitas outbound dengan standart kesehatan covid-19 
#rakyatsambutnewnormal #sektorwisata #outboundtraining",sektor pelatihan berbasis alam terbuka siap sambut dengan berbagai aktivitas outbound dengan standart kesehatan covid-19 #rakyatsambutnewnormal #sektorwisata #outboundtraining,sektor pelatihan berbasis alam terbuka siap sambut dengan berbagai aktivitas outbound dengan standart kesehatan covid-19 #rakyatsambutnewnormal #sektorwisata #outboundtraining,sektor pelatihan berbasis alam terbuka sambut aktivitas outbound standart kesehatan covid - 19 #rakyatsambutnewnormal #sektorwisata #outboundtraining,netral
nilai nilai pancasila pada era new normal oleh ketua umum @pdemokrat @agusyudhoyono 👏🏻 https://t.co/rnbkhqngtv,nilai nilai pancasila pada era oleh ketua umum 👏🏻,nilai nilai pancasila pada era oleh ketua umum 👏🏻,nilai nilai pancasila era ketua 👏 🏻,netral
besok kalo udah mulai new normal yg sulit adalah tidak bisa tidur sesukanya,besok kalo udah mulai yg sulit adalah tidak bisa tidur sesukanya,besok kalo sudah mulai yang sulit adalah tidak bisa tidur sesukanya,besok sulit tidur sesukanya,negatif
"new normal era, pokoknya saya akan menuntaskan banyak hasrat. renang jadi nomor satu. ketemu kamu? nomor entah.... https://t.co/nptbrhjusw","era, pokoknya saya akan menuntaskan banyak hasrat. renang jadi nomor satu. ketemu kamu? nomor entah....","era, pokoknya saya akan menuntaskan banyak hasrat. renang jadi nomor satu. ketemu kamu? nomor entah....","era , pokoknya menuntaskan hasrat . renang nomor . ketemu ? nomor ....",netral
"new normal, simak sejumlah barang esensial yang harus dibawa saat keluar rumah https://t.co/yonaawbbeq","normal, simak sejumlah barang esensial yang harus dibawa saat keluar rumah","normal, simak sejumlah barang esensial yang harus dibawa saat keluar rumah",", simak barang esensial dibawa rumah",netral
"hadapi new normal, ini yang perlu dipersiapkan saat naik angkutan umum https://t.co/srijv9qhbd","hadapi normal, ini yang perlu dipersiapkan saat naik angkutan umum","hadapi normal, ini yang perlu dipersiapkan saat naik angkutan umum","hadapi , dipersiapkan angkutan",netral
"ini ngeri sih kalau semisal udah kebeli konsumen tapi apple masih punya kontrol penuh atas device nya, kek ga punya privasi gitu jatuhnya , new normal hii https://t.co/79fwq0yz8e","ini ngeri sih kalau semisal udah kebeli konsumen tapi apple masih punya kontrol penuh atas device nya, kek ga punya privasi gitu jatuhnya , hii","ini ngeri sih kalau semisal sudah kebeli konsumen tapi apple masih punya kontrol penuh atas device nya, kayak enggak punya privasi begitu jatuhnya , hii","ngeri kebeli konsumen apple kontrol penuh device , privasi jatuhnya , hii",negatif
dispar sumbar simulasikan kunjungan wisatawan era new normal https://t.co/csd4fi1zhy,dispar sumbar simulasikan kunjungan wisatawan era,dispar sumbar simulasikan kunjungan wisatawan era,dispar sumbar simulasikan kunjungan wisatawan era,netral
masing-masing komunitas agama perlu membuat semacam prosedur operasional standar (sop) rumah ibadah dan protokol-protokol yang perlu dipatuhi jemaah.  https://t.co/yyacla6jfc,masing-masing komunitas agama perlu membuat semacam prosedur operasional standar (sop) rumah ibadah dan protokol-protokol yang perlu dipatuhi jemaah.,masing-masing komunitas agama perlu membuat semacam prosedur operasional standar (sop) rumah ibadah dan protokol-protokol yang perlu dipatuhi jemaah.,komunitas agama    prosedur operasional standar ( sop )    rumah ibadah protokol - protokol dipatuhi jemaah .,netral
"@azzamizzulhaq pilot yg terkena phk, semoga akan diberikan kartu prakerja demi memasuki era ""new normal"", dari pilot pesawat udara menjadi pilot kendaran darat. ada banyak ""maskapai"", mulai dari go*ek, gr*b, dll..","pilot yg terkena phk, semoga akan diberikan kartu prakerja demi memasuki era ""new normal"", dari pilot pesawat udara menjadi pilot kendaran darat. ada banyak ""maskapai"", mulai dari go*ek, gr*b, dll..","pilot yang terkena phk, semoga akan diberikan kartu prakerja demi memasuki era ""new normal"", dari pilot pesawat udara menjadi pilot kendaran darat. ada banyak ""maskapai"", mulai dari go*ek, gr*b, dll..","pilot terkena phk , semoga kartu prakerja memasuki era "" "" , pilot pesawat udara pilot kendaran darat . "" maskapai "" , go*ek , gr*b , dll ..",positif
disiplin protokol new normal https://t.co/pgkryqnmmd,disiplin protokol,disiplin protokol,disiplin protokol,netral
"baru brp hari new normal, udah mimpi ngemall aja😭","baru brp hari normal, udah mimpi ngemall aja😭","baru berapa hari normal, sudah mimpi ngemall aja😭",", mimpi ngemall 😭",netral
"@nilllnaaa eeeh iya lupa, udh biasa nerapin new normal jd gini wkwk","eeeh iya lupa, udh biasa nerapin jd gini wkwk","eeeh iya lupa, sudah biasa nerapin jadi begini wkwk","eeeh iya lupa , nerapin wkwk",netral
"new normal, pemerintah kabupaten malang menerapkan aturan lebih ketat untuk pasar. sejak diterapkan, seluruh pasar harus memberlakukan satu pintu untuk masuk dan satu pintu untuk keluar.
....
....

selengkapnya cek… https://t.co/h9eq7bckdj","normal, pemerintah kabupaten malang menerapkan aturan lebih ketat untuk pasar. sejak diterapkan, seluruh pasar harus memberlakukan satu pintu untuk masuk dan satu pintu untuk keluar.
....
....

selengkapnya cek…","normal, pemerintah kabupaten malang menerapkan aturan lebih ketat untuk pasar. sejak diterapkan, seluruh pasar harus memberlakukan satu pintu untuk masuk dan satu pintu untuk keluar.
....
....

selengkapnya cek…",", pemerintah kabupaten malang menerapkan aturan ketat pasar . diterapkan , pasar memberlakukan pintu masuk pintu . 
 .... 
 .... 

 selengkapnya cek …",netral
"update global, nampaknya iran kena serangan gelombang kedua, kita harus waspada tinggi dgn new normal, jaga jarak 2 meter, pakai masker, jgn kumpul2, jangan pegang2 muka, rajin cuci tangan pakai sabun 🙏🙏🙏 https://t.co/b483rclxwx","update global, nampaknya iran kena serangan gelombang kedua, kita harus waspada tinggi dgn normal, jaga jarak 2 meter, pakai masker, jgn kumpul2, jangan pegang2 muka, rajin cuci tangan pakai sabun 🙏🙏🙏","update global, nampaknya iran kena serangan gelombang kedua, kita harus waspada tinggi dengan normal, jaga jarak 2 meter, pakai masker, jangan kumpul2, jangan pegang-pegang muka, rajin cuci tangan pakai sabun 🙏🙏🙏","update global , nampaknya iran kena serangan gelombang , waspada , jaga jarak 2 meter , pakai masker , kumpul2 , pegang - pegang muka , rajin cuci tangan pakai sabun 🙏 🙏 🙏",positif
"mau menerapkan psbb banyak syaratnya, mesti lapor dan mengajukan proposal terlebih dahulu kepada kemenkes, giliran penerapan new normal gak perlu pengajuan apapun ya?
sebaiknya kabupaten/kota lakukan rapidtest dulu sebelum terapkan new normal","mau menerapkan psbb banyak syaratnya, mesti lapor dan mengajukan proposal terlebih dahulu kepada kemenkes, giliran penerapan gak perlu pengajuan apapun ya?
sebaiknya kabupaten/kota lakukan rapidtest dulu sebelum terapkan","mau menerapkan psbb banyak syaratnya, mesti lapor dan mengajukan proposal terlebih dahulu kepada kemenkes, giliran penerapan enggak perlu pengajuan apapun ya?
sebaiknya kabupaten/kota lakukan rapidtest dulu sebelum terapkan","menerapkan psbb syaratnya , mesti lapor mengajukan proposal kemenkes , giliran penerapan pengajuan apapun ? 
 kabupaten / kota lakukan rapidtest terapkan",negatif
"harapannya masalah dunia usaha sekarang yakni penurunan permintaan pasar akan mengalami perbaikan kedepan. 

kontra produktif mengelola ini, maka new normal hanyalah sebatas perubahan gaya hidup sehat belaka.","harapannya masalah dunia usaha sekarang yakni penurunan permintaan pasar akan mengalami perbaikan kedepan. kontra produktif mengelola ini, maka hanyalah sebatas perubahan gaya hidup sehat belaka.","harapannya masalah dunia usaha sekarang yakni penurunan permintaan pasar akan mengalami perbaikan kedepan. kontra produktif mengelola ini, maka hanyalah sebatas perubahan gaya hidup sehat belaka.","harapannya dunia usaha penurunan permintaan pasar mengalami perbaikan kedepan . kontra produktif mengelola , sebatas perubahan gaya hidup sehat belaka .",negatif
"dalam pandanganku new normal ditargetkan untuk kebangkitan geliat ekonomi masyarakat.

idealnya penciptaan lapangan kerja baru yang bersifat masal akan marak terjadi dan harus ditunjang bantuan pinjaman yang mudah menyasar mayoritas kelompok umkm.","dalam pandanganku ditargetkan untuk kebangkitan geliat ekonomi masyarakat.

idealnya penciptaan lapangan kerja baru yang bersifat masal akan marak terjadi dan harus ditunjang bantuan pinjaman yang mudah menyasar mayoritas kelompok umkm.","dalam pandanganku ditargetkan untuk kebangkitan geliat ekonomi masyarakat.

idealnya penciptaan lapangan kerja baru yang bersifat masal akan marak terjadi dan harus ditunjang bantuan pinjaman yang mudah menyasar mayoritas kelompok umkm.","pandanganku ditargetkan kebangkitan geliat ekonomi masyarakat . 

 idealnya penciptaan lapangan kerja bersifat masal marak ditunjang bantuan pinjaman mudah menyasar mayoritas kelompok umkm .",netral
