text_asli,removed_noise,removed_alay,removed_stopwords,label
new normal itu ya tetap belum normal. makanya tetap pakai masker dan jaga jarak. klo tdk karena kebutuhan yang mendesak baiknya kerja dari rumah aja. pdp kurvanya terus meninggkat. sekarang totalnya sdh 27 rb. setiap hari yang terkena covid-19 dia atas 600-an orang. hati2 ya,itu ya tetap belum normal. makanya tetap pakai masker dan jaga jarak. klo tdk karena kebutuhan yang mendesak baiknya kerja dari rumah aja. pdp kurvanya terus meninggkat. sekarang totalnya sdh 27 rb. setiap hari yang terkena covid-19 dia atas 600-an orang. hati2 ya,itu ya tetap belum normal. makanya tetap pakai masker dan jaga jarak. kalo tidak karena kebutuhan yang mendesak baiknya kerja dari rumah aja. pdp kurvanya terus meninggkat. sekarang totalnya sudah 27 rb. setiap hari yang terkena covid-19 dia atas 600-an orang. hati-hati ya,. pakai masker jaga jarak . kebutuhan mendesak baiknya kerja rumah . pdp kurvanya meninggkat . totalnya 27 rb . terkena covid - 19 600 - an orang . hati-hati,negatif
ini kalau udh new normal w udh bs k dentist kah buat scalling atau ke dokter mata buat cek mata?,ini kalau udh w udh bs k dentist kah buat scalling atau ke dokter mata buat cek mata?,ini kalau sudah gue sudah bisa ke dentist kah buat scalling atau ke dokter mata buat cek mata?,dentist kah scalling dokter mata cek mata ?,netral
"kalo misalnya confirmed case nya malah sedikit naeknya, ya jelas. new normal ini bakalan terus dijalanin.","kalo misalnya confirmed case nya malah sedikit naeknya, ya jelas. ini bakalan terus dijalanin.","kalo misalnya confirmed case nya malah sedikit naeknya, ya jelas. ini bakalan terus dijalanin.","confirmed case naeknya , . dijalanin .",netral
"ini mah bukan new normal, tapi normal 😂","ini mah bukan normal, tapi 😂","ini mah bukan normal, tapi 😂",", 😂",positif
"miris, mau new normal gmna disuruh ngantri aja masih kaga tau garis physical distancing -- sureem","miris, mau gmna disuruh ngantri aja masih kaga tau garis physical distancing -- sureem","miris, mau bagaimana disuruh mengantri saja masih kagak tau garis physical distancing -- sureem","miris , disuruh mengantri tau garis physical distancing - - sureem",negatif
"kembali ke rutinitas, ready for new normal? 💪","kembali ke rutinitas, ready for normal? 💪","kembali ke rutinitas, ready for normal? 💪","rutinitas , ready for ? 💪",positif
"new normal, maksud kalian kehidupan dimana akan melihat huruf x di mana mana","normal, maksud kalian kehidupan dimana akan melihat huruf x di mana mana","normal, maksud kalian kehidupan dimana akan melihat huruf kali di mana mana",", maksud kehidupan dimana huruf kali",negatif
"kementerian pariwisata dan ekonomi kreatif (kemenparekraf) memastikan protokol kenormalan baru akan menjadi acuan para pelaku pariwisata dan ekonomi kreatif dalam menjalankan usahanya.
selengkapnya 
https://t.co/pukiq4cpb3","kementerian pariwisata dan ekonomi kreatif (kemenparekraf) memastikan protokol kenormalan baru akan menjadi acuan para pelaku pariwisata dan ekonomi kreatif dalam menjalankan usahanya.
selengkapnya","kementerian pariwisata dan ekonomi kreatif (kemenparekraf) memastikan protokol kenormalan baru akan menjadi acuan para pelaku pariwisata dan ekonomi kreatif dalam menjalankan usahanya.
selengkapnya","kementerian pariwisata ekonomi kreatif ( kemenparekraf ) protokol kenormalan acuan pelaku pariwisata ekonomi kreatif menjalankan usahanya . 
 selengkapnya",positif
"pemkab karanganyar belum mencabut status kejadian luar biasa (klb) dan tidak menerapkan new normal, namun warga sudah padati kawasan wisata
https://t.co/vj9afns04u","pemkab karanganyar belum mencabut status kejadian luar biasa (klb) dan tidak menerapkan normal, namun warga sudah padati kawasan","pemkab karanganyar belum mencabut status kejadian luar biasa (klb) dan tidak menerapkan normal, namun warga sudah padati kawasan","pemkab karanganyar mencabut status kejadian ( klb ) menerapkan , warga padati kawasan",netral
"@infomalang jane ii kesadaran masing², jogo awak e dewe gawe keluargane masio new normal","jane ii kesadaran masing², jogo awak e dewe gawe keluargane masio","jane ii kesadaran masing², jogo awak e dewe gawe keluargane masih","jane ii kesadaran masing² , jogo awak e dewe gawe keluargane",positif
"yuk perhatikan kesehatan keluarga kita, apalagi saat menghadapi new normal! bagi anda yang ingin tau tipsnya, staytune di 95.7 fm #stayfitforlife #stayhealthy #healthylifestyle #gayahidupsehat @ganjar_pranowo @hendrarprihadi @dinkesjateng_prov @dkksemarang @kemenkes_ri https://t.co/nyrkvzoosr","yuk perhatikan kesehatan keluarga kita, apalagi saat menghadapi normal! bagi anda yang ingin tau tipsnya, staytune di 95.7 fm #stayfitforlife #stayhealthy #healthylifestyle #gayahidupsehat","yuk perhatikan kesehatan keluarga kita, apalagi saat menghadapi normal! bagi anda yang ingin tau tipsnya, staytune di 95.7 fm #stayfitforlife #stayhealthy #healthylifestyle #gayahidupsehat","perhatikan kesehatan keluarga , menghadapi ! tau tipsnya , staytune 95.7 fm #stayfitforlife #stayhealthy #healthylifestyle #gayahidupsehat",positif
"kai dan pt commuter terlihat optimis dalam penerapan protokol kesehatan di masa new normal pada  commuterline. 

optimis yang utopis 🙏",kai dan pt commuter terlihat optimis dalam penerapan protokol kesehatan di masa pada commuterline. optimis yang utopis 🙏,kai dan pt commuter terlihat optimis dalam penerapan protokol kesehatan di masa pada commuterline. optimis yang utopis 🙏,kai pt commuter optimis penerapan protokol kesehatan commuterline . optimis utopis 🙏,positif
habis penelitian terbitlah bikin paper (dlu) new normal ver. aku 4/5 bln brs pnelitian baru dibikin paper wkwk,habis penelitian terbitlah bikin paper (dlu) ver. aku 4/5 bln brs pnelitian baru dibikin paper wkwk,habis penelitian terbitlah bikin paper (dlu) ver. aku 4/5 bulan brs pnelitian baru dibikin paper wkwk,habis penelitian terbitlah bikin paper ( dlu ) ver . 4 / 5 brs pnelitian dibikin paper wkwk,netral
"kodim 0506/tgr pantau pos terpadu gabungan, jelang new normal (berita mpi) https://t.co/wadkacu0om","kodim 0506/tgr pantau pos terpadu gabungan, jelang (berita mpi)","kodim 0506/tgr pantau pos terpadu gabungan, jelang (berita mpi)","kodim 0506 / tgr pantau pos terpadu gabungan , jelang ( berita mpi )",netral
"kodim 0506/tgr pantau pos terpadu gabungan, jelang new normal (berita mpi) https://t.co/0kgjm8eokn","kodim 0506/tgr pantau pos terpadu gabungan, jelang (berita mpi)","kodim 0506/tgr pantau pos terpadu gabungan, jelang (berita mpi)","kodim 0506 / tgr pantau pos terpadu gabungan , jelang ( berita mpi )",netral
"*new normal yang hakiki*

new normal yang sebenarnya:
1. mencuci kotoran dosa dengan istighfar, mohon ampun kepada allah.
2. menjaga jarak agar diri selalu terjauh dari syirik, kufur, bid’ah, maksiat &amp; segala bentuk… https://t.co/jmhynjqtrj","*new yang hakiki*

new yang sebenarnya:
1. mencuci kotoran dosa dengan istighfar, mohon ampun kepada allah.
2. menjaga jarak agar diri selalu terjauh dari syirik, kufur, bid’ah, maksiat &amp; segala bentuk…","*new yang hakiki*

new yang sebenarnya:
1. mencuci kotoran dosa dengan istighfar, mohon ampun kepada allah.
2. menjaga jarak agar diri selalu terjauh dari syirik, kufur, bid’ah, maksiat &amp; segala bentuk…","* hakiki * 

 : 
 1 . mencuci kotoran dosa istighfar , mohon ampun allah . 
 2 . menjaga jarak terjauh syirik , kufur , bid’ah , maksiat & amp ; bentuk …",positif
"gotta normalize the new normal sis , we can have fun in this time and be aware of the virus by following the sops . jangan la bitter sangat ye 😉 ekonomi negara hang jugak yang tengah lembab sekarang ni https://t.co/or1ydvg7ae","gotta normalize the sis , we can have fun in this time and be aware of the virus by following the sops . jangan la bitter sangat ye 😉 ekonomi negara hang jugak yang tengah lembab sekarang ni","gotta normalize the sis , we can have fun ini this time and be aware of the virus by following the sops . jangan lah bitter sangat ye 😉 ekonomi negara hang juga yang tengah lembab sekarang nih","gotta normalize the , we can have fun this time and be aware of the virus by following the sops . bitter ye 😉 ekonomi negara hang lembab",positif
"misalnya nih kalo new normal, tapi kan di indonesia masih banyak sekolah2 yang kekurangan fasilitas kesehatan?","misalnya nih kalo normal, tapi kan di indonesia masih banyak sekolah2 yang kekurangan fasilitas kesehatan?","misalnya nih kalo normal, tapi kan di indonesia masih banyak sekolah2 yang kekurangan fasilitas kesehatan?",", indonesia sekolah2 kekurangan fasilitas kesehatan ?",negatif
@draftanakunpad online aja deh kl new normal terlalu beresiko. biar ada alesan diem terus dikamar krn ngerjain tugas:))),online aja deh kl terlalu beresiko. biar ada alesan diem terus dikamar krn ngerjain tugas:))),online saja deh kalo terlalu beresiko. biar ada alesan diam terus dikamar karena ngerjain tugas:))),online deh beresiko . biar alesan diam dikamar ngerjain tugas : ) ) ),positif
"bismillah new normal...
bye bye kasur yg udh setia sama aq 12jm lebih. saatnya adaptasi lagi..
kmu hnya bisa menemaniqw malam hari lagi 😅","bismillah normal...
bye bye kasur yg udh setia sama aq 12jm lebih. saatnya adaptasi lagi..
kmu hnya bisa menemaniqw malam hari lagi 😅","bismillah normal...
bye bye kasur yang sudah setia sama aku 12jm lebih. saatnya adaptasi lagi..
kmu hanya bisa menemaniqw malam hari lagi 😅","bismillah ... 
 bye bye kasur setia 12jm . adaptasi .. 
 kmu menemaniqw malam 😅",positif
"hari ini berangkat jalanan udah mulai macet, stasiun udah mulai padet, welcome new normal","hari ini berangkat jalanan udah mulai macet, stasiun udah mulai padet, welcome","hari ini berangkat jalanan sudah mulai macet, stasiun sudah mulai padet, welcome","berangkat jalanan macet , stasiun padet , welcome",negatif
"new normal banget ini, biasanya di masa pandemi ini jam 06.10 otw ngantor masih sepi, ini udah rame dong, rame motor.","banget ini, biasanya di masa pandemi ini jam 06.10 otw ngantor masih sepi, ini udah rame dong, rame motor.","banget ini, biasanya di masa pandemi ini jam 06.10 otw ngantor masih sepi, ini sudah rame dong, rame motor.",", pandemi jam 06.10 otw ngantor sepi , rame , rame motor .",negatif
new normal dan kemungkinan terjadinya gelombang kedua peningkatan virus corona 😢,dan kemungkinan terjadinya gelombang kedua peningkatan virus corona 😢,dan kemungkinan terjadinya gelombang kedua peningkatan virus corona 😢,gelombang peningkatan virus corona 😢,negatif
"citilink tetap mengutamakan aspek keselamatan, kesehatan, dan kenyamanan penumpang. https://t.co/bgaydofdq6","citilink tetap mengutamakan aspek keselamatan, kesehatan, dan kenyamanan penumpang.","citilink tetap mengutamakan aspek keselamatan, kesehatan, dan kenyamanan penumpang.","citilink mengutamakan aspek keselamatan , kesehatan , kenyamanan penumpang .",positif
"dan ketika #overthinking jg jadi trending, seketika itu pula aku ingat obrolan kita bbrp hari lalu. @potrekoneng_na @yunita_susan @septiseptember bukan hanya kita yg ngalami ini gaes. new normal kali ya wkwkwk https://t.co/v9xc1s4hip","dan ketika #overthinking jg jadi trending, seketika itu pula aku ingat obrolan kita bbrp hari lalu. bukan hanya kita yg ngalami ini gaes. kali ya wkwkwk","dan ketika #overthinking juga jadi trending, seketika itu pula aku ingat obrolan kita beberapa hari lalu. bukan hanya kita yang ngalami ini gaes. kali ya wkwkwk","#overthinking trending , obrolan . ngalami . kali wkwkwk",netral
"pt bank negara indonesia (persero) tbk mengandalkan jaringan agen46 atau layanan keuangan tanpa kantor, bagi nasabah yang ingin mengakses kredit usaha rakyat (kur) saat menghadapi pola tatanan baru atau new normal dari pandemi covid-19.
selengkapnya 
https://t.co/l3qfv58dmq","pt bank negara indonesia (persero) tbk mengandalkan jaringan agen46 atau layanan keuangan tanpa kantor, bagi nasabah yang ingin mengakses kredit usaha rakyat (kur) saat menghadapi pola tatanan baru atau dari pandemi covid-19.
selengkapnya","pt bank negara indonesia (persero) tbk mengandalkan jaringan agen46 atau layanan keuangan tanpa kantor, bagi nasabah yang ingin mengakses kredit usaha rakyat (kur) saat menghadapi pola tatanan baru atau dari pandemi covid-19.
selengkapnya","pt bank negara indonesia ( persero ) tbk mengandalkan jaringan agen46 layanan keuangan kantor , nasabah mengakses kredit usaha rakyat ( kur ) menghadapi pola tatanan pandemi covid - 19 . 
 selengkapnya",netral
wagub dki: potensi penularan corona saat new normal lebih tinggi https://t.co/requzuwm1y,wagub dki: potensi penularan corona saat lebih tinggi,wagub dki: potensi penularan corona saat lebih tinggi,wagub dki : potensi penularan corona,negatif
pemprov dki belum siapkan skema new normal di sekolah https://t.co/2d8kvugdrv,pemprov dki belum siapkan skema di sekolah,pemprov dki belum siapkan skema di sekolah,pemprov dki siapkan skema sekolah,negatif
"kai siapkan pedoman new normal untuk pelanggan kereta api.
https://t.co/q5a9syn5nw https://t.co/fe48l9dv0q",kai siapkan pedoman untuk pelanggan kereta,kai siapkan pedoman untuk pelanggan kereta,kai siapkan pedoman pelanggan kereta,netral
"new normal ibarat herd immunity, siapa yg imunnya kuat maka kebal akan corona..","ibarat herd immunity, siapa yg imunnya kuat maka kebal akan corona..","ibarat herd immunity, siapa yang imunnya kuat maka kebal akan corona..","herd immunity , imunnya kuat kebal corona ..",netral
kabar soal rekayasa lalu lintas di jalan tol jakarta-cikampek ramai dicari pembaca. selain itu juga soal sekat partisi ojek online saat new normal. https://t.co/foa6ebnahn,kabar soal rekayasa lalu lintas di jalan tol jakarta-cikampek ramai dicari pembaca. selain itu juga soal sekat partisi ojek online saat normal.,kabar soal rekayasa lalu lintas di jalan tol jakarta-cikampek ramai dicari pembaca. selain itu juga soal sekat partisi ojek online saat normal.,kabar rekayasa lintas jalan tol jakarta - cikampek ramai dicari pembaca . sekat partisi ojek online .,netral
